idx,question,true_label,predicted_label,pred_calibrated,pred_hybrid,score_yes,score_no,score_maybe,calib_yes,calib_no,calib_maybe,text_vote,confidence_margin,generated_text,prompt_token_len,truncated
110,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,yes,no,no,no,5.0913,8.1521,3.7342,0.7607000000000008,3.9483000000000006,2.8501,yes,3.0608,inhaled steroids are more effective than cromones in reducing hospital admissions for asthma in children.,295,False
111,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,yes,no,no,no,7.6067,7.9072,4.0049,3.2761000000000005,3.7033999999999994,3.1208,,0.3005,does upper airway surgery lower serum lipid levels in obstructive sleep apnea patients?,360,False
112,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,yes,no,no,no,4.4149,7.3216,3.1674,0.08430000000000071,3.1178,2.2833,,2.9066,"""The surge capacity and injury severity distribution of HMCIs can be better predicted by the current guidelines based on the epidemiology of encountered HMCIs.",331,False
113,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,yes,yes,yes,yes,10.2142,7.8494,4.3311,5.8836,3.6456,3.447,,2.3647,IADL disability adds to the prediction of dementia at 1- and 2-year follow-up.,322,False
114,Is pelvic pain associated with defecatory symptoms in women with pelvic organ prolapse?,yes,no,no,yes,8.513,9.2905,3.9812,4.1824,5.0866999999999996,3.0970999999999997,yes,0.7775,"""Pelvic pain is associated with defecatory symptoms in women with POP.""",200,False
115,Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,yes,yes,yes,yes,7.6946,7.2458,3.9206,3.3640000000000008,3.042,3.0364999999999998,,0.4487,"""The SCL 90-R obsessive-compulsive dimension is related to cognitive impairments in individuals with brain tumor.""",248,False
116,Is non-HDL-cholesterol a better predictor of long-term outcome in patients after acute myocardial infarction compared to LDL-cholesterol?,yes,no,maybe,maybe,6.2435,7.1549,5.5654,1.9129000000000005,2.9510999999999994,4.6813,,0.9114,non-HDL-C is a better predictor of long-term outcome than LDL-C.,407,False
117,Body diffusion-weighted MR imaging of uterine endometrial cancer: is it helpful in the detection of cancer in nonenhanced MR imaging?,yes,no,no,no,4.797,6.8447,2.2728,0.46640000000000015,2.6408999999999994,1.3887,yes,2.0477,DW images are useful in addition to T2-weighted images in the detection of endometrial cancer.,335,False
118,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,yes,no,maybe,no,5.0272,6.9951,3.8005,0.6966000000000001,2.7912999999999997,2.9164,no,1.9679,"""The experience of pediatric housestaff does not influence the ordering of tests for infants in the neonatal intensive care unit.""",362,False
119,Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?,yes,no,no,no,6.0718,6.7481,2.4088,1.7412,2.5443,1.5246999999999997,,0.6763,"""Can we develop a real-time PCR approach for the detection and quantification of airborne allergenic pollen?""",271,False
120,Is the 7th TNM edition suitable for biological predictor in early gastric cancer?,yes,no,maybe,no,5.7276,7.7885,4.7829,1.3970000000000002,3.5846999999999998,3.8987999999999996,no,2.0609,"""The 7th TNM edition is not suitable for biological predictor in early gastric cancer.""",235,False
121,Are lower fasting plasma glucose levels at diagnosis of type 2 diabetes associated with improved outcomes?,yes,no,no,no,7.0106,8.445,5.0319,2.6800000000000006,4.2412,4.1478,,1.4344,"""Is there a link between lower fasting plasma glucose levels and better outcomes?""",292,False
122,Remote ischemic postconditioning: does it protect against ischemic damage in percutaneous coronary revascularization?,yes,no,no,yes,7.6377,8.3016,3.8488,3.3071,4.0978,2.9647,yes,0.6639,remote postischemic conditioning is a promising strategy to reduce the myocardial damage that is associated with PCI.,230,False
123,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,yes,no,maybe,maybe,8.2651,8.2661,4.9937,3.9345000000000008,4.0623,4.1095999999999995,,0.001,"""There is a positive effect of cervical physical therapy on tinnitus complaints in patients with cervicogenic somatic tinnitus.""",346,False
124,Processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,yes,no,no,no,4.243,6.1479,0.7785,-0.08759999999999923,1.9440999999999997,-0.10560000000000003,,1.9049,"""The content of the PIS is important.""",246,False
125,Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,yes,no,maybe,maybe,5.5402,6.1968,4.2593,1.2096,1.9929999999999994,3.3751999999999995,yes,0.6566,the training of ophthalmologist diplomates in West Africa should be improved.,416,False
126,Predicting admission at triage: are nurses better than a simple objective score?,yes,no,no,no,6.5689,7.3618,1.3047,2.2383000000000006,3.1579999999999995,0.4206,,0.7928,nurses are better than a simple objective score at predicting admission.,353,False
127,Are adult body circumferences associated with height?,yes,no,no,no,3.5256,7.6706,2.8465,-0.8049999999999997,3.4668,1.9623999999999997,,4.145,"""Is there a scaling relationship between height and weight?""",363,False
128,Can progression of valvar aortic stenosis be predicted accurately?,yes,yes,yes,yes,8.0557,7.4278,3.7528,3.7251000000000003,3.224,2.8687,,0.6279,"""The progression rate of valvar aortic stenosis is determined by the degree of valvar calcification.""",282,False
129,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,yes,yes,yes,yes,7.7228,7.0087,3.2191,3.3922000000000008,2.8049,2.335,,0.7141,"""Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?""",395,False
130,MiraLAX vs. Golytely: is there a significant difference in the adenoma detection rate?,yes,no,no,no,4.4935,7.0693,2.8854,0.1629000000000005,2.8655,2.0013,,2.5758,Golytely is more efficacious than MiraLAX.,352,False
131,Can gingival crevicular blood be relied upon for assessment of blood glucose level?,yes,yes,yes,yes,8.3191,7.4323,3.9254,3.988500000000001,3.2284999999999995,3.0412999999999997,,0.8869,"""It is possible to use gingival crevicular blood for the assessment of blood glucose levels.""",263,False
132,Is zero central line-associated bloodstream infection rate sustainable?,yes,no,no,no,6.1735,10.167,2.344,1.8429000000000002,5.9632,1.4598999999999998,no,3.9934,"""There is no evidence that zero CLABSI rate is sustainable in the NICU.""",288,False
133,Does treatment duration affect outcome after radiotherapy for prostate cancer?,yes,no,no,no,6.6568,7.7796,4.3258,2.3262,3.5758,3.4417,,1.1228,"""The longer the treatment, the worse the outcome.""",356,False
134,Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?,yes,no,no,no,5.0992,7.3995,3.2153,0.7686000000000002,3.1956999999999995,2.3312,,2.3003,"""The patient is a patient with advanced disease and refractory breathlessness.""",401,False
135,Is pain a clinically relevant problem in general adult psychiatry?,yes,no,no,no,7.8431,8.844,4.2396,3.5125,4.640199999999999,3.3555,yes,1.0009,"""Pain is a clinically relevant problem in general adult psychiatry.""",246,False
136,Should displaced midshaft clavicular fractures be treated surgically?,yes,no,maybe,maybe,8.112,8.3077,5.503,3.7814000000000005,4.1039,4.6189,,0.1957,"""There is no evidence to support the use of operative treatment for displaced midshaft clavicular fractures.""",304,False
137,Telemedicine and type 1 diabetes: is technology per se sufficient to improve glycaemic control?,yes,yes,no,no,7.3038,7.3001,2.2807,2.9732000000000003,3.0962999999999994,1.3965999999999998,no,0.0037,"""Telemedicine and teleconsultation are not sufficient to improve glycaemic control in patients with type 1 diabetes.""",326,False
138,Do European people with type 1 diabetes consume a high atherogenic diet?,yes,no,maybe,maybe,6.9037,8.1084,4.8282,2.5731,3.9045999999999994,3.9440999999999997,,1.2047,'The answer is' The answer is' The answer is' The answer is' The answer is' The answer is' The answer is' The,346,False
139,Preoperative platelet count in esophageal squamous cell carcinoma: is it a prognostic factor?,yes,no,no,no,7.0378,7.4973,3.7762,2.7072000000000003,3.2935,2.8920999999999997,,0.4596,preoperative platelet count is a prognostic factor in esophageal squamous cell carcinoma.,309,False
140,Should serum pancreatic lipase replace serum amylase as a biomarker of acute pancreatitis?,yes,no,no,no,6.9803,8.0573,4.1758,2.6497,3.8534999999999995,3.2916999999999996,,1.077,"""If the serum pancreatic lipase is elevated, then the serum amylase is normal.""",382,False
141,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,yes,yes,yes,yes,7.4481,6.0846,3.4454,3.1175000000000006,1.8807999999999998,2.5612999999999997,,1.3635,"""We need to find a better marker for predicting the risk of progression to diabetes in autoantibody-positive subjects.""",357,False
142,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,yes,no,no,yes,7.8668,8.4803,3.7827,3.5362,4.2764999999999995,2.8986,yes,0.6135,SYNTAX score is a useful tool to predict in-hospital outcomes in patients with STEMI who undergo primary percutaneous coronary intervention.,356,False
143,Are behavioural risk factors to be blamed for the conversion from optimal blood pressure to hypertensive status in Black South Africans?,yes,no,no,no,4.0157,7.2784,3.1637,-0.31489999999999974,3.0746,2.2796,,3.2627,'The risk factors are not the same as those that are associated with the development of hypertension in the general population.,367,False
144,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,yes,no,no,no,2.6804,7.6394,2.3525,-1.6501999999999994,3.4356,1.4684,no,4.9591,"""The tibial component does not affect postoperative alignment.""",269,False
145,Upstream solutions: does the supplemental security income program reduce disability in the elderly?,yes,no,maybe,maybe,6.5551,6.9629,3.8863,2.224500000000001,2.7591,3.0021999999999998,,0.4078,Supplemental security income reduces disability in the elderly.,320,False
146,Can serum be used for analyzing the EGFR mutation status in patients with advanced non-small cell lung cancer?,yes,yes,maybe,maybe,8.1275,7.456,4.7358,3.7969,3.2522,3.8517,,0.6714,"""The answer is yes.""",302,False
147,Are failures of anterior cruciate ligament reconstruction associated with steep posterior tibial slopes?,yes,no,no,no,7.0941,7.6534,4.059,2.7635000000000005,3.4496,3.1749,,0.5593,"""There is a strong association between failure of anterior cruciate ligament reconstruction and steep posterior tibial slopes.""",388,False
148,Do teleoncology models of care enable safe delivery of chemotherapy in rural towns?,yes,no,no,no,4.6785,8.6329,3.6382,0.3479000000000001,4.429099999999999,2.7540999999999998,yes,3.9544,teleoncology models of care are safe and effective.,282,False
149,Is solitary kidney really more resistant to ischemia?,yes,no,maybe,maybe,6.2519,6.9445,4.9732,1.9213000000000005,2.7406999999999995,4.0891,,0.6927,solitary kidney is more vulnerable to warm ischemia than paired kidney.,268,False
150,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,yes,no,no,no,4.5175,10.1206,5.0081,0.1869000000000005,5.916799999999999,4.124,,5.1125,"""There is no evidence to support the routine use of a diverting stoma in gynaecological debulking surgery.""",180,False
151,Has the mammography quality standards act affected the mammography quality in North Carolina?,yes,yes,maybe,maybe,8.2013,8.0535,5.7854,3.8707000000000003,3.8496999999999995,4.9013,no,0.1478,"""The mammography quality standards act has not affected the quality of mammography in North Carolina.""",211,False
152,Is breast cancer prognosis inherited?,yes,no,no,no,6.9644,7.8221,4.2453,2.633800000000001,3.6182999999999996,3.3612,,0.8577,"""Is breast cancer prognosis inherited?""",320,False
153,c-Kit-dependent growth of uveal melanoma cells: a potential therapeutic target?,yes,yes,yes,yes,7.5527,6.8447,3.8971,3.2221,2.6408999999999994,3.013,,0.708,c-kit is a potential therapeutic target in uveal melanoma.,303,False
154,Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,yes,no,no,no,4.3878,7.4497,1.3734,0.057200000000000806,3.2459,0.48929999999999996,,3.0618,"""The histological features of pituitary apoplexy influence the clinical presentation and outcome.""",169,False
155,Orthostatic myoclonus: an underrecognized cause of unsteadiness?,yes,no,maybe,maybe,3.2359,6.7465,4.0831,-1.0946999999999996,2.5427,3.199,,2.6634,"""OMs are a common disorder in neurodegenerative diseases.""",314,False
156,Is low serum chloride level a risk factor for cardiovascular mortality?,yes,no,maybe,maybe,7.0461,8.2539,5.1513,2.7155000000000005,4.0501,4.2672,,1.2078,low serum chloride level is a risk factor for cardiovascular mortality.,341,False
157,Does ethnicity affect where people with cancer die?,yes,no,no,no,2.4935,7.5056,3.7646,-1.8370999999999995,3.3018,2.8805,,3.741,'where do they die'.,464,False
158,Transesophageal echocardiographic assessment of left ventricular function in brain-dead patients: are marginally acceptable hearts suitable for transplantation?,yes,no,maybe,maybe,5.0088,7.7254,5.9397,0.6782000000000004,3.5215999999999994,5.0556,no,1.7857,"""The heart is not a donor organ.""",364,False
159,Can the postoperative pain level be predicted preoperatively?,yes,yes,yes,yes,8.8381,8.0097,3.3848,4.507500000000001,3.8059000000000003,2.5006999999999997,,0.8284,"""There is a relationship between the intensity of preoperative pain and the intensity of postoperative pain.""",203,False
160,Does age moderate the effect of personality disorder on coping style in psychiatric inpatients?,yes,no,maybe,maybe,5.0496,7.0721,5.0229,0.7190000000000003,2.8682999999999996,4.1388,,2.0225,"""The effect of personality disorder on coping style is moderated by age.""",254,False
161,Is neck pain associated with worse health-related quality of life 6 months later?,yes,no,no,no,6.2676,9.7302,4.3046,1.9370000000000003,5.5264,3.4204999999999997,,3.4626,"""There is an association between neck pain and worse physical HRQoL 6 months later.""",473,False
162,Dose end-tidal carbon dioxide measurement correlate with arterial carbon dioxide in extremely low birth weight infants in the first week of life?,yes,no,no,no,7.5086,7.726,3.1894,3.178000000000001,3.5221999999999998,2.3053,,0.2174,"""Do we need to measure end-tidal carbon dioxide in all ELBW infants?""",329,False
163,Does Residency Selection Criteria Predict Performance in Orthopaedic Surgery Residency?,yes,no,no,no,5.9635,7.3143,2.2043,1.6329000000000002,3.1105,1.3201999999999998,,1.3508,"""The evidence is strong.""",482,False
164,Is CA72-4 a useful biomarker in differential diagnosis between ovarian endometrioma and epithelial ovarian cancer?,yes,no,no,no,7.0253,7.2485,2.3963,2.6947,3.0446999999999997,1.5122,,0.2232,"""CA72-4 is not a useful biomarker in the differential diagnosis between ovarian endometrioma and epithelial ovarian cancer.""",222,False
165,Is the breast best for children with a family history of atopy?,yes,no,no,no,5.9,8.3414,4.9184,1.5694000000000008,4.1376,4.0343,,2.4414,breast-feeding protects against a variety of illnesses in normal children with a family history of atopy.,252,False
166,Is Bare-Metal Stent Implantation Still Justifiable in High Bleeding Risk Patients Undergoing Percutaneous Coronary Intervention?,yes,no,maybe,maybe,5.4263,7.3603,5.5916,1.0957000000000008,3.1564999999999994,4.7075,,1.7686,"""In High Bleeding Risk Patients Undergoing Percutaneous Coronary Intervention, ZES Implantation is Still Justified in the Absence of Advanced Age, Oral Anticoagulant",398,False
167,"Marital status, living arrangement and mortality: does the association vary by gender?",yes,no,no,no,4.2457,8.1159,3.5162,-0.08489999999999931,3.9120999999999997,2.6321,,3.8702,men benefit more from being married than women.,312,False
168,Does ibuprofen increase perioperative blood loss during hip arthroplasty?,yes,yes,yes,no,8.2645,7.962,3.5038,3.9339000000000004,3.7581999999999995,2.6197,no,0.3025,"""There is no evidence that ibuprofen increases perioperative blood loss during total hip replacement.""",200,False
169,Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,yes,no,no,no,6.3452,8.5287,3.9313,2.0146000000000006,4.3249,3.0471999999999997,no,2.1835,"""There is no evidence that discography is a reliable test for the diagnosis of discogenic low back pain.""",337,False
170,Does case-mix based reimbursement stimulate the development of process-oriented care delivery?,yes,no,no,no,5.4171,7.4512,4.0104,1.0865,3.2474,3.1262999999999996,no,2.0341,the case-mix reimbursement does not stimulate the development of care coordination by the use of care programmes.,245,False
171,Cerebromediastinal tuberculosis in a child with a probable Say-Barber-Miller syndrome: a causative link?,yes,maybe,maybe,maybe,1.6746,6.3582,7.0561,-2.6559999999999997,2.1544,6.172,,0.6979,tuberculosis is a rare but possible cause of cerebro-mediastinal tuberculosis in immuno-competent children.,249,False
172,Is the determination of specific IgE against components using ISAC 112 a reproducible technique?,yes,no,no,no,6.936,7.182,3.2476,2.6054000000000004,2.9782,2.3634999999999997,,0.246,"""The results obtained with ISAC 112 are reproducible and accurate.""",375,False
173,Schizophrenia patients with high intelligence: A clinically distinct sub-type of schizophrenia?,yes,no,maybe,maybe,4.7932,6.9472,4.898,0.4626000000000001,2.7433999999999994,4.0139,yes,2.0492,"high intelligence is associated with a more severe negative and disorganised symptom profile, and better global functioning and insight.",303,False
174,Is halofantrine ototoxic?,yes,no,no,no,6.3976,8.7198,5.3954,2.067,4.515999999999999,4.5113,,2.3222,halofantrine is ototoxic.,197,False
175,Identification of racial disparities in breast cancer mortality: does scale matter?,yes,no,no,no,4.5968,7.0515,3.4667,0.26620000000000044,2.8476999999999997,2.5826,,2.4547,"the larger the geographic scale, the greater the disparity.",227,False
176,Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,yes,yes,yes,yes,8.5616,6.8634,3.4552,4.231000000000001,2.6596,2.5711,,1.6982,"""yes.""",378,False
177,Does laparoscopic surgery decrease the risk of atrial fibrillation after foregut surgery?,yes,yes,maybe,maybe,8.1081,8.0642,4.7958,3.7775000000000007,3.8603999999999994,3.9116999999999997,,0.0439,laparoscopic surgery decreases the risk of atrial fibrillation after foregut surgery.,348,False
178,Is breast cancer survival improving?,yes,no,maybe,yes,6.7787,8.6565,5.9617,2.4481,4.452699999999999,5.0776,yes,1.8778,"""There is a trend toward improved survival after breast cancer recurrence.""",280,False
179,Does partial expander deflation exacerbate the adverse effects of radiotherapy in two-stage breast reconstruction?,yes,no,maybe,yes,7.2479,7.8993,5.2992,2.9173,3.6955,4.4151,yes,0.6514,partial deflation of the expander prior to radiotherapy is a safe and effective method to reduce the risk of radiation-induced chronic radiodermatitis.,236,False
180,Does the clinical presentation of a prior preterm birth predict risk in a subsequent pregnancy?,yes,no,no,no,6.5199,8.2501,2.4527,2.1893000000000002,4.0463,1.5686,,1.7302,"""What is the risk of recurrent preterm birth?""",317,False
181,Cold preparation use in young children after FDA warnings: do concerns still exist?,yes,no,no,no,6.6503,8.1467,3.8842,2.3197,3.942899999999999,3.0000999999999998,,1.4964,"""There is no evidence that the FDA warnings have been effective in reducing the use of cough and cold medicines in children younger than 6 years.""",166,False
182,Does occupational nuclear power plant radiation affect conception and pregnancy?,yes,no,no,no,6.7421,8.5316,3.4044,2.4115,4.327799999999999,2.5202999999999998,,1.7895,"""No.",176,False
183,Can shape analysis differentiate free-floating internal carotid artery thrombus from atherosclerotic plaque in patients evaluated with CTA for stroke or transient ischemic attack?,yes,no,no,no,7.5049,7.6883,4.2394,3.1743000000000006,3.4844999999999997,3.3552999999999997,,0.1835,"""What is the best way to differentiate between these two entities?""",330,False
184,Can pictorial warning labels on cigarette packages address smoking-related health disparities?,yes,no,maybe,maybe,3.6304,6.0211,3.8201,-0.7001999999999997,1.8172999999999995,2.936,yes,2.201,"""The text of a pictorial warning label is the most credible, relevant, and effective.""",261,False
185,Surgical treatment of prosthetic valve endocarditis in patients with double prostheses: is single-valve replacement safe?,yes,no,no,no,7.3373,8.5688,4.0548,3.0067000000000004,4.364999999999999,3.1707,,1.2315,single-valve replacement is safe.,302,False
186,Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,yes,no,maybe,yes,6.2544,7.2469,4.823,1.9238000000000008,3.0431,3.9389000000000003,yes,0.9925,"""The evidence is that nomograms can predict more clinically relevant prostate cancer outcomes than BCR.""",349,False
187,"Do ""America's Best Hospitals"" perform better for acute myocardial infarction?",yes,no,maybe,maybe,5.8013,6.9524,4.2432,1.4707000000000008,2.7485999999999997,3.3590999999999998,,1.1512,"""The best hospitals do better for acute myocardial infarction.""",413,False
188,Do socioeconomic differences in mortality persist after retirement?,yes,no,no,no,4.4621,7.7053,3.3013,0.13150000000000084,3.5015,2.4172,yes,3.2433,the risk of death is greater in the lower socioeconomic groups before retirement and greater in the higher socioeconomic groups after retirement.,265,False
189,Convulsions and retinal haemorrhage: should we look further?,yes,no,no,no,5.0705,8.4522,2.5053,0.7399000000000004,4.248399999999999,1.6212,,3.3818,'No.,160,False
190,Is the use of cyanoacrylate in intestinal anastomosis a good and reliable alternative?,yes,no,no,no,5.9249,7.8725,2.5748,1.5943000000000005,3.6686999999999994,1.6907,no,1.9477,"""The evidence is not strong.""",321,False
191,Are increased carotid artery pulsatility and resistance indexes early signs of vascular abnormalities in young obese males?,yes,yes,maybe,maybe,7.7514,7.039,5.9844,3.4208000000000007,2.8351999999999995,5.1003,no,0.7124,"""There is no evidence that obesity in itself is a risk factor for early arterial damage in young males.""",176,False
192,Does topical ropivacaine reduce the post-tonsillectomy morbidity in pediatric patients?,yes,no,no,no,6.4583,8.2275,3.5877,2.127700000000001,4.023699999999999,2.7036,yes,1.7692,topical ropivacaine hydrochloride is a safe and effective analgesic for pediatric patients undergoing tonsillectomy.,275,False
193,Is robotically assisted laparoscopic radical prostatectomy less invasive than retropubic radical prostatectomy?,yes,no,no,no,5.0955,6.9518,3.277,0.7649000000000008,2.748,2.3929,,1.8563,RALP is less invasive than retropubic radical prostatectomy.,398,False
194,Is specialty care associated with improved survival of patients with congestive heart failure?,yes,no,no,no,5.9776,8.1203,3.5571,1.6470000000000002,3.9165,2.673,no,2.1427,"""The evidence is not strong.""",450,False
195,Histologic evaluation of the testicular remnant associated with the vanishing testes syndrome: is surgical management necessary?,yes,no,no,no,6.4844,8.9359,2.749,2.1538000000000004,4.7321,1.8649,no,2.4514,"""There is no need for surgical exploration.""",241,False
196,Does oxybutynin hydrochloride cause arrhythmia in children with bladder dysfunction?,yes,no,no,no,8.5331,8.6441,4.2317,4.2025,4.4403,3.3476,,0.111,"""There is no evidence to support that oxybutynin hydrochloride causes arrhythmia in children with bladder dysfunction.""",97,False
197,Does the manic/mixed episode distinction in bipolar disorder patients run true over time?,yes,no,maybe,maybe,7.1015,7.6817,4.4894,2.7709,3.4779,3.6052999999999997,maybe,0.5802,"""The manic / mixed episode distinction in bipolar disorder patients runs true over time.""",133,False
198,Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,yes,yes,yes,yes,8.4458,8.0894,4.1313,4.115200000000001,3.8855999999999993,3.2472000000000003,,0.3564,"""There is a strong association between ACR and adverse maternal and neonatal outcomes.""",308,False
199,Are pediatric concussion patients compliant with discharge instructions?,yes,no,no,no,6.4742,7.9163,2.6682,2.1436,3.7124999999999995,1.7841,no,1.4421,"""The evidence is not strong.""",416,False
200,Can communication with terminally ill patients be taught?,yes,yes,yes,yes,6.9511,6.758,2.6325,2.6205000000000007,2.5542,1.7483999999999997,,0.1931,"""Can communication skills be taught?""",289,False
201,Are environmental factors important in primary systemic vasculitis?,yes,no,no,no,6.54,7.7817,1.5934,2.2094000000000005,3.5778999999999996,0.7092999999999999,,1.2417,"""There is a strong association between PSV and occupational silica exposure.""",486,False
202,Diagnosis and follow-up in constipated children: should we use ultrasound?,yes,no,maybe,maybe,7.4209,7.8525,4.5872,3.0903,3.6487,3.7031,,0.4317,"""The answer is that the child has constipation.""",398,False
203,Out of the smokescreen II: will an advertisement targeting the tobacco industry affect young people's perception of smoking in movies and their intention to smoke?,yes,no,no,no,8.3416,8.8194,4.9849,4.011,4.6156,4.1008,no,0.4778,"""The antismoking advertisement is not OK.""",394,False
204,Do general practitioner hospitals reduce the utilisation of general hospital beds?,yes,no,no,yes,4.2325,8.0368,4.6825,-0.09809999999999963,3.8329999999999993,3.7984,yes,3.3543,the access to general hospitals is associated with a reduction in the utilisation of general hospital beds.,233,False
205,Does insulin resistance drive the association between hyperglycemia and cardiovascular risk?,yes,no,no,no,5.477,8.002,4.5196,1.1464000000000008,3.7982000000000005,3.6354999999999995,,2.525,hyperglycemia is a risk factor for cardiovascular disease.,350,False
206,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?,yes,no,no,no,4.0084,7.0101,2.2569,-0.3221999999999996,2.8063000000000002,1.3727999999999998,,3.0016,Trait alone < APS < BLIPS < APS + Trait.,297,False
207,Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,yes,yes,maybe,maybe,6.9173,6.5545,3.6492,2.5867000000000004,2.3507,2.7651,,0.3627,Dickkopf-3 is a tumor suppressor in gastric cancer.,338,False
208,Can CT predict the level of CSF block in tuberculous hydrocephalus?,yes,no,no,no,4.941,8.2754,2.5694,0.6104000000000003,4.071599999999999,1.6852999999999998,no,3.3344,"""The evidence is not strong.""",187,False
209,Is oral endotracheal intubation efficacy impaired in the helicopter environment?,yes,no,no,no,5.4296,8.1017,2.9178,1.0990000000000002,3.897899999999999,2.0337,no,2.6721,"""There is no evidence that the in-flight environment of air medical transport in a BO-105 helicopter impairs the ability of flight nurses to",239,False
210,Sternal plating for primary and secondary sternal closure; can it improve sternal stability?,yes,no,no,no,4.1055,7.148,2.2192,-0.2250999999999994,2.9441999999999995,1.3350999999999997,,3.0425,"""Sternal plating for primary sternal closure is superior to wire cerclage.""",304,False
211,Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,yes,no,no,no,5.3533,8.253,4.8571,1.0227000000000004,4.0492,3.973,no,2.8997,"""There is no evidence that early second-look tympanoplasty reduces the rate of conversion to a modified radical mastoidectomy.""",208,False
212,Can T-cell deficiency affect spatial learning ability following toluene exposure?,yes,no,maybe,no,6.0057,6.4627,3.396,1.6751000000000005,2.2588999999999997,2.5119,no,0.457,"toluene exposure may affect spatial learning ability in mice, but T cells are not involved in this effect.",220,False
213,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,yes,yes,maybe,maybe,7.5717,7.4688,6.3889,3.2411000000000003,3.2649999999999997,5.5047999999999995,,0.103,the majority of older people accept preventive home visits.,279,False
214,Increased neutrophil migratory activity after major trauma: a factor in the etiology of acute respiratory distress syndrome?,yes,no,maybe,maybe,5.3796,6.1323,3.2877,1.0490000000000004,1.9284999999999997,2.4036,,0.7527,"""What is the role of interleukin-8 in the early postinjury phase?""",414,False
215,"Do improvements in outreach, clinical, and family and community-based services predict improvements in child survival?",yes,no,no,no,4.8218,7.3156,1.5943,0.4912000000000001,3.1117999999999997,0.7102,,2.4938,"""What is the relationship between improvements in service delivery and child survival?""",383,False
216,Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?,yes,no,no,no,4.336,7.4278,2.9924,0.0054000000000007375,3.224,2.1083,,3.0919,"""VLEM is a true endoscopic manifestation of esophagitis in children.""",262,False
217,An HIV1/2 point of care test on sputum for screening TB/HIV co-infection in Central India - Will it work?,yes,no,no,no,6.1647,8.4086,4.4844,1.8341000000000003,4.2048,3.6003,no,2.2439,"""It is not necessary to test sputum for HIV in all TB patients.""",241,False
218,Is crime associated with over-the-counter pharmacy syringe sales?,yes,no,no,no,6.0158,8.0171,4.1495,1.6852,3.813299999999999,3.2653999999999996,no,2.0012,"""There is no association between OTC syringe sales and crime.""",272,False
219,Colorectal cancer in young patients: is it a distinct clinical entity?,yes,no,maybe,maybe,3.433,6.4945,4.3733,-0.8975999999999997,2.2907,3.4892000000000003,,2.1212,colorectal cancer in young patients is a distinct clinical entity.,339,False
220,Does evidence-based practice improve patient outcomes?,yes,no,no,no,6.0451,7.6903,3.1209,1.7145000000000001,3.4864999999999995,2.2367999999999997,,1.6451,"""What is the evidence?""",370,False
221,Can the prognosis of polymyalgia rheumatica be predicted at disease onset?,yes,no,no,no,6.8246,8.4894,4.8106,2.4940000000000007,4.2856,3.9265,,1.6648,"""The prognosis of PMR is better if the disease is diagnosed early and treated with low-dose prednisolone.""",363,False
222,Does prior benign prostate biopsy predict outcome for patients treated with radical perineal prostatectomy?,yes,no,no,no,6.5512,8.9531,4.6903,2.2206,4.749299999999999,3.8061999999999996,,2.4019,"""There is a subset of patients with prostate cancer who have a favorable outcome after radical perineal prostatectomy.""",306,False
223,Is the Distance Worth It?,yes,no,maybe,maybe,6.4958,7.4876,4.7844,2.1652000000000005,3.2837999999999994,3.9002999999999997,,0.9918,"""Is the distance Worth It?""",399,False
